Seasonal Variation (Data Source),Simulation Run Number,T-R Separation Distance (m),Time Delay (ns),Received Power (dBm), Phase (rad),Azimuth AoD (degree),Elevation AoD (degree),Azimuth AoA (degree),Elevation AoA (degree),Path Loss (dB),RMS Delay Spread (ns),Season,Frequency,RIS Gain (dB),RIS Path Loss (dB)
FallM,1,382.4,1275,-125.7,4.1,126,-6.5,110.6,4,152.8,6.6,0,7.125,36.3042,116.4958
FallM,1,382.4,1278,-121.1,1.8,127,-3.2,115.8,4,150.6,5.1,0,7.125,36.9744,113.6256
FallM,1,382.4,1284,-132.3,0.9,130,-2.7,1.5,11,162.2,2.8,0,7.125,23.5088,138.6912
FallM,1,382.4,1291,-129.7,1.9,143,-7.7,26.4,-6,159.6,4.9,0,7.125,16.9469,142.6531
FallM,1,382.4,1299,-131.7,2.2,148,-6.3,280.6,-2,161.7,3.9,0,7.125,25.6837,136.0163
FallM,1,382.4,1345,-137.5,0.9,137,-8.1,23.4,4,166.7,19.8,0,7.125,15.4121,151.2879
FallM,1,382.4,1348,-138.2,1.4,133,-10.3,290.0,8,168.1,6.5,0,7.125,35.4696,132.6304
FallM,1,382.4,1352,-140.1,3.5,111,-7.4,275.6,-2,170.1,3.7,0,7.125,37.1956,132.9044
FallM,1,382.4,1356,-134.7,0.3,133,-4.8,36.4,0,163.5,8.5,0,7.125,4.4399,159.0601
FallM,1,382.4,1361,-130.4,2.6,138,-4.6,42.6,3,160.2,2.5,0,7.125,3.6409,156.5591
FallM,1,382.4,1365,-133.8,4.5,176,-1.5,268.4,-1,163.8,0.7,0,7.125,1.6221,162.1779
FallM,1,382.4,1370,-149.6,5.5,137,-10.7,231.7,14,179.1,18.0,0,7.125,3.179,175.921
FallM,1,382.4,1375,-142.3,3.8,130,-4.3,112.3,0,154.9,13.3,0,7.125,37.0176,117.8824
FallM,1,382.4,1380,-142.2,2.9,139,-2.7,274.0,5,171.8,25.7,0,7.125,27.5185,144.2815
FallM,1,382.4,1385,-151.1,5.1,123,-4.6,113.8,2,153.3,6.5,0,7.125,38.4757,114.8243
FallM,1,382.4,1390,-148.4,2.0,121,-1.5,41.9,7,177.2,43.5,0,7.125,7.3817,169.8183
FallM,1,382.4,1396,-144.9,2.4,129,-6.5,223.7,8,173.9,46.1,0,7.125,3.2045,170.6955
FallM,1,382.4,1401,-156.3,0.9,137,-5.5,26.6,-2,165.3,24.8,0,7.125,13.6533,151.6467
FallM,1,382.4,1406,-152.2,4.1,140,-8.2,116.1,10,176.0,60.7,0,7.125,35.8655,140.1345
FallM,1,382.4,1412,-148.0,0.2,174,-5.3,35.9,-1,177.8,13.1,0,7.125,29.2524,148.5476
FallM,1,382.4,1418,-155.7,1.5,146,-7.3,262.9,-2,183.4,56.3,0,7.125,17.8139,165.5861
FallM,1,382.4,1423,-150.4,6.1,134,-5.5,359.4,17,178.9,60.2,0,7.125,27.6883,151.2117
FallM,1,382.4,1429,-155.6,5.9,142,-4.8,116.0,2,177.1,66.6,0,7.125,35.5072,141.5928
FallM,1,382.4,1441,-152.8,0.4,152,2.1,32.9,5,182.5,31.1,0,7.125,19.283,163.217
FallM,1,382.4,1570,-150.0,4.5,126,-5.9,101.1,11,170.9,96.5,0,7.125,37.3689,133.5311
FallM,1,382.4,1573,-151.1,3.6,138,-0.6,278.3,-4,176.9,126.0,0,7.125,31.7258,145.1742
FallM,1,382.4,1577,-152.4,1.0,131,-7.3,208.3,6,179.3,145.5,0,7.125,9.0758,170.2242
FallM,1,382.4,1593,-157.6,6.2,140,-3.2,283.0,-17,184.4,133.0,0,7.125,33.1232,151.2768
FallM,2,141.1,470,-110.6,1.9,274,-6.1,35.0,-4,140.3,22.5,0,7.125,33.8623,106.4377
FallM,2,141.1,473,-103.5,2.7,259,-7.3,28.4,-2,133.4,8.5,0,7.125,41.7854,91.6146
FallM,2,141.1,477,-104.9,1.9,21,-8.2,35.5,-12,134.4,4.3,0,7.125,63.8441,70.5559
FallM,2,141.1,481,-106.0,5.8,30,-2.2,35.8,-5,135.5,11.3,0,7.125,65.7192,69.7808
FallM,2,141.1,485,-108.9,4.1,17,-3.8,21.0,-6,138.8,15.0,0,7.125,66.009,72.791
FallM,2,141.1,490,-107.3,1.1,17,-9.6,33.9,-7,135.8,6.2,0,7.125,63.4475,72.3525
FallM,2,141.1,494,-109.7,4.1,257,-10.7,40.8,4,139.6,4.2,0,7.125,53.6016,85.9984
FallM,2,141.1,499,-118.6,0.2,35,-4.0,26.4,-1,146.5,32.3,0,7.125,65.8166,80.6834
FallM,2,141.1,504,-123.6,4.9,29,-5.3,31.7,-2,139.6,11.5,0,7.125,66.632,72.968
FallM,2,141.1,509,-114.0,0.0,34,-2.4,38.3,-6,137.4,15.7,0,7.125,66.659,70.741
FallM,2,141.1,514,-117.2,2.4,258,-6.5,27.6,-6,135.7,12.0,0,7.125,42.6999,93.0001
FallM,2,141.1,519,-116.7,4.2,249,-6.5,22.4,-2,144.9,28.6,0,7.125,46.1236,98.7764
FallM,2,141.1,525,-130.1,0.2,269,-12.7,25.3,-3,149.4,27.2,0,7.125,29.818,119.582
FallM,2,141.1,530,-126.5,2.7,35,-1.3,36.2,-15,149.2,27.0,0,7.125,67.4246,81.7754
FallM,2,141.1,535,-123.0,1.1,240,-9.4,25.1,-2,149.5,53.3,0,7.125,55.4262,94.0738
FallM,2,141.1,541,-117.6,3.7,267,-5.5,34.0,-7,142.5,34.7,0,7.125,40.7728,101.7272
FallM,2,141.1,546,-134.4,1.2,33,-10.6,26.0,-4,152.0,32.6,0,7.125,67.3847,84.6153
FallM,2,141.1,552,-128.0,2.4,252,-5.4,39.2,-7,152.5,59.1,0,7.125,57.2089,95.2911
FallM,2,141.1,558,-129.1,5.5,17,-5.6,27.2,12,157.9,31.9,0,7.125,67.1509,90.7491
FallM,2,141.1,594,-120.3,0.0,12,-3.8,23.9,-4,143.4,44.0,0,7.125,67.7565,75.6435
FallM,2,141.1,597,-127.9,4.3,40,-3.3,27.4,-2,149.9,48.8,0,7.125,67.6595,82.2405
FallM,2,141.1,603,-129.4,1.8,16,-9.8,18.8,-14,151.2,43.0,0,7.125,69.4155,81.7845
FallM,2,141.1,609,-129.7,5.2,268,-6.9,40.4,-3,146.4,38.7,0,7.125,46.9771,99.4229
FallM,2,141.1,617,-128.1,1.8,33,-4.6,35.9,-5,137.1,15.8,0,7.125,69.8038,67.2962
FallM,2,141.1,625,-127.9,2.5,273,-8.3,31.6,-3,142.4,30.6,0,7.125,33.5654,108.8346
FallM,2,141.1,634,-120.8,6.0,241,-9.8,21.2,-6,149.1,52.9,0,7.125,54.0663,95.0337
FallM,2,141.1,643,-145.5,5.2,248,-13.2,28.1,-5,151.3,64.3,0,7.125,54.1823,97.1177
FallM,2,141.1,653,-132.7,5.6,260,-6.1,33.0,-1,136.4,12.7,0,7.125,48.3596,88.0404
FallM,2,141.1,664,-135.3,5.9,246,-6.6,40.7,-12,160.4,109.5,0,7.125,64.3878,96.0122
FallM,2,141.1,674,-145.2,0.8,33,-7.4,20.0,0,154.9,49.9,0,7.125,69.6685,85.2315
FallM,2,141.1,686,-153.4,2.2,251,-1.8,24.8,-7,146.0,22.8,0,7.125,49.7232,96.2768
FallM,2,141.1,697,-153.0,4.5,33,-3.4,26.8,1,146.4,25.8,0,7.125,71.7278,74.6722
FallM,2,141.1,709,-156.3,3.9,41,-3.5,30.4,-10,154.6,50.7,0,7.125,71.2512,83.3488
FallM,2,141.1,721,-154.2,5.2,246,-10.1,24.9,-2,147.5,43.6,0,7.125,54.8795,92.6205
FallM,2,141.1,734,-159.7,1.4,261,-5.8,31.8,-8,139.3,18.3,0,7.125,47.8261,91.4739
FallM,2,141.1,866,-140.5,1.8,36,-1.8,25.9,-2,147.6,39.0,0,7.125,75.7245,71.8755
FallM,2,141.1,868,-132.1,0.7,246,-9.4,34.3,-7,154.9,150.7,0,7.125,65.4894,89.4106
FallM,2,141.1,871,-149.9,0.5,43,-10.3,30.2,-4,157.7,56.3,0,7.125,75.1426,82.5574
FallM,2,141.1,874,-146.8,3.7,241,-7.5,21.0,-5,149.0,57.3,0,7.125,59.0943,89.9057
FallM,2,141.1,877,-143.4,0.1,37,-0.6,30.0,-10,147.8,33.0,0,7.125,76.6511,71.1489
FallM,2,141.1,880,-148.3,5.3,43,-9.0,28.8,3,158.5,60.5,0,7.125,74.9492,83.5508
FallM,2,141.1,883,-144.0,0.4,35,-3.1,31.0,-13,149.4,35.7,0,7.125,77.2075,72.1925
FallM,2,141.1,886,-148.8,3.0,236,-5.4,34.8,-2,161.4,71.1,0,7.125,72.237,89.163
FallM,2,141.1,889,-143.2,1.0,255,-8.2,33.4,-4,138.0,14.9,0,7.125,58.0031,79.9969
FallM,2,141.1,892,-153.6,2.7,26,-1.6,35.6,3,144.3,8.7,0,7.125,76.5624,67.7376
FallM,2,141.1,899,-149.3,4.1,24,-8.5,24.6,-19,155.5,30.8,0,7.125,77.843,77.657
FallM,2,141.1,902,-157.1,6.0,24,-2.1,40.6,-6,141.6,8.0,0,7.125,74.6839,66.9161
FallM,2,141.1,905,-155.6,2.5,38,-7.3,18.5,-6,160.2,51.4,0,7.125,73.5416,86.6584
FallM,2,141.1,908,-152.9,2.6,20,-3.4,25.4,-1,144.7,19.1,0,7.125,77.7545,66.9455
FallM,2,141.1,918,-155.9,4.2,258,-7.6,37.7,0,141.2,17.0,0,7.125,59.7804,81.4196
FallM,2,141.1,980,-151.3,1.5,255,-3.3,37.1,1,145.3,20.4,0,7.125,63.2308,82.0692
FallM,2,141.1,982,-145.2,4.4,32,-9.1,22.5,1,154.0,49.2,0,7.125,79.0886,74.9114
FallM,2,141.1,1050,-157.9,6.1,245,-5.2,19.3,-4,148.9,45.4,0,7.125,57.3443,91.5557
FallM,2,141.1,1054,-154.5,5.4,240,-5.8,24.1,-5,150.2,57.9,0,7.125,66.6009,83.5991
FallM,2,141.1,1059,-156.7,3.9,243,-9.4,19.3,-2,149.4,55.8,0,7.125,59.5437,89.8563
FallM,2,141.1,1069,-159.1,1.9,264,-3.5,26.3,-1,139.2,10.1,0,7.125,44.1601,95.0399
FallM,2,141.1,1074,-154.5,3.9,38,-0.2,25.5,0,150.2,44.7,0,7.125,80.821,69.379
FallM,2,141.1,1086,-157.4,1.9,256,-7.0,35.1,-15,156.6,40.0,0,7.125,62.8278,93.7722
FallM,2,141.1,1091,-158.0,3.7,254,-5.8,16.5,-9,155.7,29.8,0,7.125,44.737,110.963
FallM,3,58.6,195,-91.4,0.6,46,-7.8,70.7,9,121.4,1.8,0,7.125,97.7825,23.6175
FallM,3,58.6,198,-85.1,4.8,23,-8.2,290.7,4,115.1,0.5,0,7.125,4.3257,110.7743
FallM,3,58.6,201,-98.0,5.6,35,-1.6,62.2,14,127.5,12.2,0,7.125,96.007,31.493
FallM,3,58.6,204,-99.5,1.6,34,-5.7,284.6,3,128.6,6.4,0,7.125,35.9069,92.6931
FallM,3,58.6,208,-98.8,3.8,52,-4.0,59.3,6,128.6,5.9,0,7.125,107.4324,21.1676
FallM,3,58.6,211,-99.8,0.5,41,-5.5,60.0,2,129.5,20.2,0,7.125,102.5579,26.9421
FallM,3,58.6,215,-102.3,1.7,40,-11.2,173.1,1,131.9,13.1,0,7.125,74.256,57.644
FallM,3,58.6,218,-91.0,5.3,28,-6.8,53.7,14,120.9,4.2,0,7.125,98.0676,22.8324
FallM,3,58.6,222,-95.8,4.3,31,-3.2,163.1,8,125.8,1.6,0,7.125,73.1055,52.6945
FallM,3,58.6,225,-107.3,3.1,39,-6.3,292.6,7,130.1,10.2,0,7.125,30.8318,99.2682
FallM,3,58.6,229,-100.3,2.2,52,-7.0,187.2,-2,130.1,4.1,0,7.125,77.6339,52.4661
FallM,3,58.6,232,-98.8,1.3,42,-3.2,291.8,9,128.4,6.2,0,7.125,37.8332,90.5668
FallM,3,58.6,236,-112.9,1.4,20,-8.1,185.0,16,141.1,18.4,0,7.125,106.0355,35.0645
FallM,3,58.6,240,-114.7,4.8,25,-3.1,68.5,9,140.2,53.8,0,7.125,79.7806,60.4194
FallM,3,58.6,244,-111.4,2.5,48,-12.0,172.9,6,138.9,20.5,0,7.125,63.0475,75.8525
FallM,3,58.6,247,-109.0,5.2,56,-6.3,184.3,-7,134.4,9.1,0,7.125,68.3938,66.0062
FallM,3,58.6,251,-110.7,3.3,35,-11.7,169.5,4,134.9,18.1,0,7.125,77.4934,57.4066
FallM,3,58.6,255,-113.1,0.6,36,1.5,178.5,3,142.6,21.2,0,7.125,87.8803,54.7197
FallM,3,58.6,259,-112.4,0.3,35,-9.5,176.8,5,137.2,24.0,0,7.125,87.2145,49.9855
FallM,3,58.6,316,-104.7,5.9,47,-10.2,275.6,3,134.6,18.2,0,7.125,75.3657,59.2343
FallM,3,58.6,320,-105.3,3.9,25,-7.5,80.2,6,134.6,38.3,0,7.125,65.1603,69.4397
FallM,3,58.6,326,-99.8,6.2,42,-9.8,158.2,-11,129.7,10.0,0,7.125,50.5469,79.1531
FallM,3,58.6,335,-105.3,3.0,31,-9.6,279.8,16,135.1,25.9,0,7.125,41.5719,93.5281
FallM,3,58.6,344,-109.3,6.2,40,-4.2,56.8,9,132.7,57.4,0,7.125,110.5032,22.1968
FallM,3,58.6,355,-120.0,3.6,25,-8.8,47.5,9,130.6,16.8,0,7.125,107.1752,23.4248
FallM,3,58.6,366,-111.7,1.5,32,-7.9,54.9,4,132.4,50.0,0,7.125,107.3931,25.0069
FallM,3,58.6,379,-114.2,0.7,24,-4.4,75.4,8,137.4,56.0,0,7.125,73.1574,64.2426
FallM,3,58.6,392,-128.5,0.8,31,-3.7,172.9,-18,148.4,56.2,0,7.125,92.8131,55.5869
FallM,3,58.6,406,-125.3,4.7,42,-5.6,172.0,-5,140.9,40.7,0,7.125,76.2831,64.6169
FallM,3,58.6,421,-128.4,0.9,29,-10.0,66.9,-13,147.6,62.4,0,7.125,94.2645,53.3355
FallM,3,58.6,436,-127.6,1.2,33,-1.5,64.3,2,139.0,37.2,0,7.125,102.7452,36.2548
FallM,3,58.6,452,-141.4,2.5,43,-0.9,62.3,5,132.2,25.5,0,7.125,114.2787,17.9213
FallM,3,58.6,700,-136.3,2.1,43,-7.1,172.0,6,137.1,24.5,0,7.125,84.3705,52.7295
FallM,3,58.6,703,-138.1,2.9,42,-3.1,179.7,4,143.4,39.6,0,7.125,99.2756,44.1244
FallM,3,58.6,706,-144.8,0.6,21,-6.7,186.0,1,145.3,21.8,0,7.125,129.8013,15.4987
FallM,3,58.6,709,-134.6,1.1,47,-7.2,172.4,17,149.4,92.3,0,7.125,77.9349,71.4651
FallM,3,58.6,712,-134.0,4.0,28,-4.5,59.3,6,132.5,33.0,0,7.125,115.0907,17.4093
FallM,3,58.6,716,-141.6,4.9,42,-10.0,170.1,0,134.1,16.4,0,7.125,83.2404,50.8596
FallM,3,58.6,719,-143.4,2.3,56,-6.2,54.6,-8,156.1,70.0,0,7.125,135.0204,21.0796
FallM,3,58.6,722,-145.7,1.9,36,-10.3,272.2,8,147.1,60.6,0,7.125,75.221,71.879
FallM,3,58.6,726,-140.8,5.6,55,-5.5,175.0,1,148.5,40.8,0,7.125,67.7136,80.7864
FallM,3,58.6,729,-134.2,4.6,42,-10.7,287.9,10,136.3,25.0,0,7.125,55.3631,80.9369
FallM,3,58.6,733,-158.5,2.6,47,-10.3,185.5,9,147.2,29.6,0,7.125,101.7034,45.4966
FallM,3,58.6,736,-156.1,1.2,29,-6.9,171.7,-2,143.0,23.1,0,7.125,108.1451,34.8549
FallM,3,58.6,740,-137.3,0.3,35,-3.7,175.6,8,141.3,34.6,0,7.125,105.2154,36.0846
FallM,3,58.6,743,-148.8,5.9,43,-7.2,178.3,-2,139.2,23.3,0,7.125,96.8941,42.3059
FallM,3,58.6,747,-145.9,2.6,34,-2.9,58.4,12,126.8,18.9,0,7.125,124.3324,2.4676
FallM,3,58.6,751,-139.5,3.7,39,-12.4,278.5,2,139.3,58.1,0,7.125,69.3987,69.9013
FallM,3,58.6,754,-138.4,3.2,54,-6.1,285.9,16,152.5,88.4,0,7.125,84.4678,68.0322
FallM,3,58.6,758,-148.4,5.6,38,-15.6,169.1,-2,137.5,16.3,0,7.125,90.1277,47.3723
FallM,3,58.6,761,-145.6,1.2,34,-7.7,170.6,-3,139.8,21.4,0,7.125,99.7292,40.0708
FallM,3,58.6,765,-149.5,0.6,23,-11.3,286.6,11,123.8,6.0,0,7.125,15.3235,108.4765
FallM,3,58.6,769,-148.8,0.4,31,-8.0,279.2,8,135.6,56.5,0,7.125,51.1292,84.4708
SpringL,1,409.2,1364,-117.5,5.9,38,-0.8,273.2,6,147.5,1.4,1,7.125,20.7757,126.7243
SpringL,1,409.2,1368,-121.2,4.3,50,0.2,62.6,12,151.2,1.6,1,7.125,35.5704,115.6296
SpringL,1,409.2,1374,-126.3,4.8,41,-5.6,174.5,-7,156.3,0.7,1,7.125,25.1359,131.1641
SpringL,1,409.2,1383,-128.7,4.7,49,-2.8,272.9,-7,158.4,4.4,1,7.125,26.3848,132.0152
SpringL,1,409.2,1393,-136.1,2.5,48,-1.0,267.0,-5,161.5,8.5,1,7.125,28.5449,132.9551
SpringL,1,409.2,1404,-128.3,4.1,52,0.0,155.9,-9,158.2,2.5,1,7.125,8.8535,149.3465
SpringL,1,409.2,1416,-138.6,1.1,31,-4.7,58.2,2,168.5,7.6,1,7.125,32.8995,135.6005
SpringL,1,409.2,1429,-145.7,4.4,21,-2.9,67.8,4,175.5,9.6,1,7.125,25.4219,150.0781
SpringL,1,409.2,1443,-137.2,0.2,50,-0.2,274.3,5,161.4,34.4,1,7.125,26.6916,134.7084
SpringL,1,409.2,1458,-150.8,1.7,38,-10.2,265.6,-1,170.1,26.6,1,7.125,25.2621,144.8379
SpringL,1,409.2,1473,-157.4,0.3,14,-9.7,177.4,3,186.9,28.4,1,7.125,36.065,150.835
SpringL,1,409.2,1542,-158.0,2.0,48,-3.2,60.9,7,155.6,4.4,1,7.125,37.4428,118.1572
SpringL,2,360.5,1202,-112.2,4.1,255,-14.3,129.8,12,142.2,0.3,1,7.125,22.3668,119.8332
SpringL,2,360.5,1204,-128.7,3.8,279,-4.5,126.7,5,158.6,1.7,1,7.125,34.3775,124.2225
SpringL,2,360.5,1258,-132.4,2.4,106,-15.2,165.8,12,162.4,1.6,1,7.125,19.8751,142.5249
SpringL,2,360.5,1262,-124.3,0.9,114,-6.8,160.2,4,154.3,1.4,1,7.125,27.3827,126.9173
SpringL,2,360.5,1269,-129.2,0.2,102,-10.2,55.1,1,159.2,0.6,1,7.125,27.0924,132.1076
SpringL,2,360.5,1279,-131.3,2.6,257,-13.2,150.9,12,161.0,19.5,1,7.125,11.0309,149.9691
SpringL,2,360.5,1290,-136.6,1.2,103,-10.7,348.8,8,166.6,2.4,1,7.125,16.3628,150.2372
SpringL,2,360.5,1302,-132.9,4.6,268,-15.2,165.5,12,162.9,3.8,1,7.125,8.6725,154.2275
SpringL,2,360.5,1316,-124.6,2.3,118,-5.3,211.6,4,154.6,1.5,1,7.125,2.5271,152.0729
SpringL,2,360.5,1331,-145.7,5.3,265,-5.5,54.1,1,175.5,20.2,1,7.125,34.6969,140.8031
SpringL,2,360.5,1347,-147.6,4.6,117,-6.5,339.1,9,176.3,29.3,1,7.125,30.1531,146.1469
SpringL,2,360.5,1365,-143.8,3.6,274,-8.0,215.1,15,173.7,18.2,1,7.125,21.1091,152.5909
SpringL,2,360.5,1383,-148.6,1.1,129,-13.3,329.5,9,178.4,14.0,1,7.125,38.4925,139.9075
SpringL,2,360.5,1402,-158.3,6.0,269,-6.0,125.5,5,170.8,26.4,1,7.125,33.2279,137.5721
SpringL,3,219.0,730,-129.6,5.2,278,-13.7,357.0,5,159.6,12.0,1,7.125,9.7141,149.8859
SpringL,3,219.0,733,-121.2,0.1,268,-11.0,355.7,-10,151.2,7.5,1,7.125,2.0455,149.1545
SpringL,3,219.0,737,-125.4,5.4,270,-15.4,1.4,6,155.4,8.1,1,7.125,1.2472,154.1528
SpringL,3,219.0,742,-129.8,0.5,305,-2.6,2.2,0,159.8,1.0,1,7.125,27.706,132.094
SpringL,3,219.0,791,-121.1,4.2,282,-10.6,242.5,6,151.1,3.1,1,7.125,40.2082,110.8918
SpringL,3,219.0,794,-129.4,3.1,273,-15.0,252.5,5,159.1,19.8,1,7.125,48.8638,110.2362
SpringL,3,219.0,796,-134.5,1.4,269,-14.9,159.9,2,164.3,14.7,1,7.125,17.083,147.217
SpringL,3,219.0,799,-132.9,3.6,280,-8.0,251.8,10,160.5,12.5,1,7.125,46.0619,114.4381
SpringL,3,219.0,802,-134.8,0.8,264,-8.0,359.7,-7,156.2,23.8,1,7.125,5.1969,151.0031
SpringL,3,219.0,805,-135.0,4.2,284,-8.8,146.3,4,164.9,11.2,1,7.125,38.7445,126.1555
SpringL,3,219.0,807,-134.1,3.8,291,-11.8,1.2,-6,164.1,3.2,1,7.125,17.7576,146.3424
SpringL,3,219.0,810,-141.2,0.4,291,-4.2,347.8,4,168.5,5.3,1,7.125,28.7371,139.7629
SpringL,3,219.0,813,-143.2,0.4,277,-8.0,15.4,-5,170.3,47.0,1,7.125,7.6753,162.6247
SpringL,3,219.0,816,-137.0,1.0,293,-8.4,254.8,6,166.0,32.3,1,7.125,41.3358,124.6642
SpringL,3,219.0,818,-128.6,0.1,290,-9.5,355.4,9,158.6,8.7,1,7.125,21.9126,136.6874
SpringL,3,219.0,821,-142.6,2.7,267,-8.8,1.3,7,161.2,26.2,1,7.125,3.9512,157.2488
SpringL,3,219.0,882,-139.9,5.2,277,-11.1,8.4,7,167.2,71.4,1,7.125,1.3168,165.8832
SpringL,3,219.0,885,-136.1,3.9,280,-9.8,170.5,7,165.9,18.3,1,7.125,18.0107,147.8893
SpringL,3,219.0,888,-138.4,3.3,273,-9.0,255.3,5,162.7,43.0,1,7.125,51.4575,111.2425
SpringL,3,219.0,892,-138.5,5.4,279,-11.7,249.4,-1,162.2,43.4,1,7.125,47.0336,115.1664
SpringL,3,219.0,895,-134.7,0.6,322,1.0,143.1,19,164.7,1.1,1,7.125,54.142,110.558
SpringL,3,219.0,899,-139.3,5.7,291,-13.1,255.5,3,167.0,42.3,1,7.125,44.1499,122.8501
SpringL,3,219.0,903,-143.2,0.7,276,-7.6,17.8,-6,170.4,48.1,1,7.125,11.106,159.294
SpringL,3,219.0,907,-143.3,3.2,284,-10.3,131.9,12,172.5,42.4,1,7.125,48.066,124.434
SpringL,3,219.0,911,-149.7,0.9,283,-5.8,173.2,-7,177.9,54.9,1,7.125,18.4498,159.4502
SpringL,3,219.0,915,-148.0,3.5,285,-7.3,159.6,7,175.6,52.2,1,7.125,31.5969,144.0031
SpringL,3,219.0,919,-152.5,0.0,265,-9.2,3.5,6,162.9,29.7,1,7.125,8.0739,154.8261
SpringL,3,219.0,923,-148.2,4.8,260,-13.2,0.5,-11,177.7,55.2,1,7.125,9.9687,167.7313
SpringL,3,219.0,927,-152.8,5.3,292,-9.9,134.7,9,178.5,46.5,1,7.125,50.5373,127.9627
SpringL,3,219.0,931,-151.7,5.8,273,-15.7,152.2,-3,174.3,59.9,1,7.125,28.0903,146.2097
SpringL,3,219.0,935,-150.4,6.2,272,-5.7,169.7,3,175.0,55.8,1,7.125,11.7034,163.2966
SpringL,3,219.0,939,-157.0,3.2,279,-5.7,352.5,11,171.4,50.9,1,7.125,15.6255,155.7745
SpringL,3,219.0,943,-151.1,1.7,267,-9.3,161.6,6,170.0,45.2,1,7.125,14.6308,155.3692
SpringL,3,219.0,948,-150.1,0.6,288,-7.2,143.6,9,171.7,51.3,1,7.125,44.8778,126.8222
SpringM,1,437.0,1457,-115.6,2.2,202,-3.9,338.9,16,145.6,1.4,1,7.125,25.7454,119.8546
SpringM,1,437.0,1461,-112.0,0.5,196,-10.2,114.5,21,142.0,0.9,1,7.125,5.218,136.782
SpringM,1,437.0,1468,-112.5,3.7,197,-3.4,113.7,3,142.5,3.9,1,7.125,4.1274,138.3726
SpringM,1,437.0,1477,-128.8,5.7,201,-8.8,324.4,2,158.2,14.5,1,7.125,19.5269,138.6731
SpringM,1,437.0,1488,-122.1,1.2,195,-8.7,340.2,5,152.0,6.6,1,7.125,29.2241,122.7759
SpringM,1,437.0,1501,-125.6,2.7,189,-11.9,345.3,-9,154.3,29.4,1,7.125,32.7142,121.5858
SpringM,1,437.0,1514,-131.6,4.7,204,-6.9,328.5,8,159.7,23.0,1,7.125,20.3145,139.3855
SpringM,1,437.0,1529,-129.5,0.2,195,-2.5,122.8,6,152.8,33.7,1,7.125,11.0127,141.7873
SpringM,1,437.0,1566,-125.3,5.9,189,-6.8,348.1,-6,154.1,28.9,1,7.125,34.022,120.078
SpringM,1,437.0,1570,-129.1,4.8,198,-5.1,104.1,10,156.9,52.6,1,7.125,2.4799,154.4201
SpringM,1,437.0,1576,-124.2,3.5,177,-5.8,335.0,7,154.2,3.7,1,7.125,33.8648,120.3352
SpringM,1,437.0,1583,-125.1,1.2,190,-4.9,328.3,-5,155.1,11.0,1,7.125,27.3261,127.7739
SpringM,1,437.0,1592,-131.5,3.1,192,-5.5,125.0,1,157.7,55.3,1,7.125,14.3377,143.3623
SpringM,1,437.0,1601,-128.0,3.3,187,-11.3,113.6,2,156.8,56.8,1,7.125,10.5105,146.2895
SpringM,1,437.0,1611,-144.7,6.2,184,-9.3,343.8,6,166.6,48.3,1,7.125,34.627,131.973
SpringM,1,437.0,1622,-145.1,5.4,171,-6.6,340.5,2,165.7,20.9,1,7.125,36.3935,129.3065
SpringM,1,437.0,1645,-142.0,4.3,184,-9.3,124.4,21,168.9,90.6,1,7.125,18.8536,150.0464
SpringM,1,437.0,1657,-154.6,2.5,191,-8.9,116.8,10,155.7,28.9,1,7.125,10.1792,145.5208
SpringM,1,437.0,1670,-153.8,5.9,200,-1.7,123.6,9,158.6,32.5,1,7.125,8.8233,149.7767
SpringM,1,437.0,1684,-150.0,3.0,206,-13.6,113.7,12,164.5,39.3,1,7.125,1.5118,162.9882
SpringM,1,437.0,1698,-159.6,1.5,198,-8.4,343.7,3,154.7,9.4,1,7.125,31.2438,123.4562
SpringM,1,437.0,1880,-151.5,0.3,197,-6.4,102.9,6,157.2,54.1,1,7.125,2.8424,154.3576
SpringM,1,437.0,1891,-156.2,3.3,186,-5.9,114.3,2,156.6,62.7,1,7.125,12.5195,144.0805
SpringM,1,437.0,1896,-155.3,5.7,209,-11.3,332.4,-1,173.8,108.2,1,7.125,21.9779,151.8221
SpringM,1,437.0,1901,-158.1,3.4,194,-14.3,112.6,9,159.1,35.9,1,7.125,5.9781,153.1219
SpringM,1,437.0,1906,-158.5,2.7,225,-8.0,326.3,11,185.6,196.6,1,7.125,7.844,177.756
SpringM,2,124.3,414,-104.0,6.0,255,-3.0,131.0,2,134.0,8.8,1,7.125,39.6013,94.3987
SpringM,2,124.3,443,-115.6,0.6,278,-1.9,130.6,3,145.2,9.5,1,7.125,60.4219,84.7781
SpringM,2,124.3,446,-113.4,0.2,249,-1.4,354.8,0,143.4,4.0,1,7.125,19.5538,123.8462
SpringM,2,124.3,450,-118.9,5.6,253,-5.5,48.7,-13,148.8,5.5,1,7.125,65.5658,83.2342
SpringM,2,124.3,455,-120.3,1.6,265,-6.9,352.3,-1,150.3,4.4,1,7.125,3.3961,146.9039
SpringM,2,124.3,459,-122.3,0.1,274,-3.1,175.3,12,152.2,7.9,1,7.125,10.924,141.276
SpringM,2,124.3,465,-124.7,5.1,271,1.3,134.8,2,151.1,29.9,1,7.125,52.26,98.84
SpringM,2,124.3,470,-128.6,0.9,262,-6.3,180.0,-1,158.3,14.0,1,7.125,10.0987,148.2013
